title,glass,garnish,recipe,ingredients,raw_ingredients
Green Lady,Coupe glass,Thyme or Rosemary sprig,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'Gin'], ['1.5 cl', 'Green (Verte) Chartreuse liqueur'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', ""'Simple' sugar syrup (1 sugar to 1 water)""], ['1.5 cl', 'Pasteurised egg white']]","[['4.5 cl', 'gin'], ['1.5 cl', 'green chartreuse liqueur'], ['2.25 cl', 'lemon juice'], ['1.5 cl', 'sugar syrup'], ['1.5 cl', 'egg white']]"
Cardamom Daiquiri,Coupe glass,Lime zest twist (discarded) & lime wedge on rim,"Cut zest from your lime for garnish prior to squeezing for juice. MUDDLE cardamom in base of shaker. Add other ingredients, SHAKE all ingredients with ice and fine strain into chilled glass.","[['3 dried', 'Green cardamom pods'], ['5 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 drop', ""Bob's Cardamom bitters""], ['1 cl', 'Chilled water']]","[['3 dried', 'green cardamom pods'], ['5 cl', 'white rum'], ['1.5 cl', 'lime juice'], ['1 cl', 'sugar syrup'], ['4 drop', ""bob's cardamom bitters""], ['1 cl', 'chilled water']]"
Pied-à-terre,Coupe glass,Float star anise,STIR all ingredients with ice and strain into chilled glass.,"[['3 cl', 'Rémy Martin 1738 Cognac'], ['3 cl', 'Jägermeister'], ['3 cl', 'Lillet Blanc (or other aromatized wine)'], ['1 dash', ""Peychaud's or other Creole-style bitters""]]","[['3 cl', 'cognac'], ['3 cl', 'jägermeister'], ['3 cl', 'lillet blanc'], ['1 dash', ""peychaud's bitter""]]"
Killer Queen,Coupe glass,None,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'White overproof rum'], ['3 cl', 'Montenegro amaro'], ['0.75 cl', 'Rose petal liqueur'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1 cl', 'Chilled water']]","[['3 cl', 'white rum'], ['3 cl', 'montenegro amaro'], ['0.75 cl', 'rose petal liqueur'], ['2.25 cl', 'lime juice'], ['1 cl', 'chilled water']]"
Greenbriar,Sour or Martini/Coupette glass,Mint sprig,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Oloroso sherry'], ['3 cl', 'Martini Extra Dry vermouth'], ['1 dash', 'Peach bitters']]","[['6 cl', 'oloroso sherry'], ['3 cl', 'dry vermouth'], ['1 dash', 'peach bitters']]"
Efficacious,Highball (max 10oz/300ml),Orange zest twist,STIR all ingredients with ice and strain into ice-filled glass.,"[['2.5 cl', 'Rutte Dry Gin'], ['2.5 cl', 'Ferro China Baliva'], ['2.5 cl', 'Martini Rosso sweet vermouth'], ['0.5 cl', 'Green Chartreuse liqueur'], ['0.25 cl', 'Giffard Menthe Pastille white crème de menthe'], ['2 dash', 'Angostura Aromatic Bitters'], ['3 cl', 'Thomas Henry Tonic Water']]","[['2.5 cl', 'gin'], ['2.5 cl', 'ferro china baliva'], ['2.5 cl', 'red vermouth'], ['0.5 cl', 'green chartreuse liqueur'], ['0.25 cl', 'giffard menthe pastille white crème de menthe'], ['2 dash', 'angostura'], ['3 cl', 'tonic water']]"
Corn-on-the-Cob,Old-fashioned glass,Grilled baby corn (resting on ice),STIR all ingredients with ice and strain into ice-filled glass (preferably chunk of block ice).,"[['3 cl', 'Abasolo Mexican Corn Whisky'], ['3 cl', 'Nixta liqueur'], ['3 cl', 'Americano Bianco']]","[['3 cl', 'abasolo mexican corn whisky'], ['3 cl', 'nixta liqueur'], ['3 cl', 'americano bianco']]"
Bali Rum Trader,Coupe glass,Banana slice on rim,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['5 cl', 'Havana Club 3 Year Old rum'], ['2.5 cl', 'Pisang Ambon green banana liqueur'], ['2.5 cl', 'Pineapple juice (fresh pressed)']]","[['5 cl', 'white rum'], ['2.5 cl', 'pisang ambon green banana liqueur'], ['2.5 cl', 'pineapple juice']]"
glen's Comte de Sureau,Old-fashioned glass,Orange & lemon zest twists,STIR all ingredients with ice and strain into ice-filled glass preferably over a chunk of block ice).,"[['4.5 cl', 'Gin'], ['3 cl', 'Elderflower liqueur'], ['0.75 cl', 'Italian red bitter liqueur'], ['3 cl', 'Prosecco sparkling wine']]","[['4.5 cl', 'gin'], ['3 cl', 'elderflower liqueur'], ['0.75 cl', 'italian red bitter liqueur'], ['3 cl', 'prosecco']]"
Burnt Manhattan,Coupe glass,"Add a maraschino cherry, then flame a twist of orange peel over the drink, and discard the peel.",Combine ingredients in a mixing glass. Stir and strain into cocktail glass.,"[['6 cl', 'Rye whiskey (90 proof / 45% alc./vol.)'], ['1.5 cl', 'Ancho Reyes chile liqueur'], ['1.5 cl', 'Byrrh Grand Quinquina Aromatized Wine'], ['3 dash', 'Orange Bitters by Angostura'], ['1 dash', 'Angostura Aromatic Bitters']]","[['6 cl', 'rye whiskey'], ['1.5 cl', 'ancho reyes chile liqueur'], ['1.5 cl', 'byrrh grand quinquina aromatized wine'], ['3 dash', 'angostura'], ['1 dash', 'angostura']]"
Nueva España,Martini glass,Orange zest and hibiscus flower,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3.75 cl', 'Fino sherry'], ['2.25 cl', 'Lillet Blanc (or other aromatized wine)'], ['1.5 cl', 'Mezcal'], ['1.5 cl', 'Orange juice (freshly squeezed)'], ['2.25 cl', 'Hibiscus sugar syrup'], ['1 dash', 'Orange bitters']]","[['3.75 cl', 'fino sherry'], ['2.25 cl', 'lillet blanc'], ['1.5 cl', 'mezcal'], ['1.5 cl', 'orange juice'], ['2.25 cl', 'hibiscus sugar syrup'], ['1 dash', 'orange bitters']]"
Marc's Scorpion,Highball (max 10oz/300ml),Orange slice & mint sprig,"Shake everything but the overproof rum with ice. Strain into a highball glass filled with crushed ice and float the overproof rum on top, or serve it in a lime shell and light with a match.","[['6 cl', 'Flor de Cana Extra Dry 4 Year Old Rum'], ['1.5 cl', 'Pisco'], ['1.5 cl', 'Goslings Black Seal Overproof 151'], ['9 cl', 'Orange juice (freshly squeezed)'], ['4.5 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Orgeat (almond) sugar syrup']]","[['6 cl', 'flor de cana extra dry 4 year old rum'], ['1.5 cl', 'pisco'], ['1.5 cl', 'goslings black seal overproof 151'], ['9 cl', 'orange juice'], ['4.5 cl', 'lemon juice'], ['2.25 cl', 'orgeat syrup']]"
Maiko,Coupe glass,Candied yuzu peel,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'Roku Japanese Gin'], ['2 cl', 'Cointreau triple sec liqueur'], ['2.5 cl', 'Yuzu juice'], ['1 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1.5 cl', 'Pasteurised egg white']]","[['4.5 cl', 'gin'], ['2 cl', 'triple sec'], ['2.5 cl', 'yuzu juice'], ['1 cl', 'sugar syrup'], ['1.5 cl', 'egg white']]"
Spikey Navel,Highball (max 10oz/300ml),Orange slice & Luxardo Maraschino cherry,"STIR all ingredients with ice and strain into ice-filled glass. (Don't be tempted to shake as this detrimentally thins the drink. Instead, consider rolling or throwing.)","[['4.5 cl', 'Vodka'], ['3 cl', ""Peach 'schnapps' liqueur""], ['10.5 cl', 'Pineapple juice (fresh pressed)']]","[['4.5 cl', 'vodka'], ['3 cl', ""peach 'schnapps' liqueur""], ['10.5 cl', 'pineapple juice']]"
Pedro Suckerpunch,Old-fashioned glass,This drink does not call for a garnish,Add all ingredients to a shaker. Give it a good hard shake. Pour over a big rock of ice in an old fashioned glass,"[['4.5 cl', 'Evan Williams Bottled-In-Bond (White Label) Kentucky Sraight Bourbon Whiskey'], ['1.5 cl', 'Pedro Ximénez sherry'], ['1.5 cl', 'Amaro Nonino'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['2 dash', 'Coffee liqueur']]","[['4.5 cl', 'bourbon whiskey'], ['1.5 cl', 'pedro ximénez sherry'], ['1.5 cl', 'amaro nonino'], ['1.5 cl', 'lemon juice'], ['2 dash', 'coffee liqueur']]"
Museum Mile,Coupe glass,Lemon zest twist,STIR all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Rye whiskey (90 proof / 45% alc./vol.)'], ['1.5 cl', 'Tempus Fugit Crème de Noyaux Liqueur'], ['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['2 dash', 'Angostura Aromatic Bitters']]","[['6 cl', 'rye whiskey'], ['1.5 cl', 'tempus fugit crème de noyaux liqueur'], ['1.5 cl', 'red vermouth'], ['2 dash', 'angostura']]"
Black Lizard,Coupe glass,Lime wheel,"Shaken & strained into coupe.
Agave syrup is to taste. Original recipe calls for 1/2oz of a 3:1 agave syrup","[['3 cl', 'Blanco tequila (100% agave)'], ['2.25 cl', 'Green (Verte) Chartreuse liqueur'], ['1.5 cl', 'Absinthe verte'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['0.5 cl', 'Agave syrup']]","[['3 cl', 'tequila'], ['2.25 cl', 'green chartreuse liqueur'], ['1.5 cl', 'absinthe'], ['2.25 cl', 'lime juice'], ['0.5 cl', 'agave syrup']]"
Lavender Lady,Coupe glass,Lemon zest twist,SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,"[['4.5 cl', 'Gin'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Cointreau triple sec liqueur'], ['1.5 cl', 'Lavender sugar syrup']]","[['4.5 cl', 'gin'], ['2.25 cl', 'lemon juice'], ['1.5 cl', 'triple sec'], ['1.5 cl', 'lavender syrup']]"
Dominic's Man O' War,Coupe glass,Lemon zest & Luxardo maraschino cherry,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Bourbon whiskey'], ['1.5 cl', 'Triple sec liqueur (40%)'], ['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['3 cl', 'Maple syrup']]","[['4.5 cl', 'bourbon whiskey'], ['1.5 cl', 'triple sec'], ['1.5 cl', 'red vermouth'], ['1 cl', 'lemon juice'], ['3 cl', 'maple syrup']]"
Loop Tonic,Coupe glass,"Celery slice, approximately 1/4 of a stick (cut lengthwise to use as a stirrer especially when using a highball)",Combine all ingredients with ice in a shaker. Shake and strain into glass.,"[['6 cl', 'Calle 23 Blanco Tequila'], ['1.5 cl', 'Green (Verte) Chartreuse liqueur'], ['3 cl', 'Dolin Dry Vermouth de Chambery'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1 cl', 'Monin Gomme Syrup'], ['3 drop', 'The Bitter Truth Celery bitters']]","[['6 cl', 'tequila'], ['1.5 cl', 'green chartreuse liqueur'], ['3 cl', 'dry vermouth'], ['2.25 cl', 'lime juice'], ['1 cl', 'monin gomme syrup'], ['3 drop', 'the bitter truth celery bitters']]"
Mayan,Coupe glass,Matcha rimmed glass with kaffir leaves or lemongrass stem,"Firstly blend lemong grass 5 grams together with ginger.
Then add the patron silvers together with green chartreuse, agave syrup,lime juice and saline drop in a shaker and shake vigorously and double strain in a coupe glass with matcha rimmed on glass side.","[['1 cl', 'Green Chartreuse liqueur'], ['4.5 cl', 'Roca Patrón Silver 100% agave tequila'], ['5 gram', 'Lemongrass stem'], ['1.5 cl', 'Homemade ginger juice syrup (1:1)'], ['1 cl', 'Agave syrup'], ['0.75 cl', 'Lime juice (freshly squeezed)'], ['2 drops', 'Saline solution 4:1 (20g sea salt to 80g water)']]","[['1 cl', 'green chartreuse liqueur'], ['4.5 cl', 'tequila'], ['5 gram', 'lemongrass stem'], ['1.5 cl', 'gin'], ['1 cl', 'agave syrup'], ['0.75 cl', 'lime juice'], ['2 drops', 'saline solution 4:1']]"
Klaudia's Barbacoa,Double old-fashioned,no,"MUDDLE first 3 ingredients in base of shaker. Add other ingredients, briefly SHAKE with ice and POUR into glass without straining.","[['3 wedge', 'Lime (fresh)'], ['6 cl', 'Mezcal'], ['1.5 cl', 'Agave syrup'], ['3 slice', 'Yellow bell pepper'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2 cl', 'Ginger beer'], ['2 slice', 'Jalapeno slice']]","[['3 wedge', 'lime'], ['6 cl', 'mezcal'], ['1.5 cl', 'agave syrup'], ['3 slice', 'yellow bell pepper'], ['1.5 cl', 'lime juice'], ['2 cl', 'gin'], ['2 slice', 'jalapeno slice']]"
Klaudia's Juliet & Romeo,Coupe glass,"Float 3 drops rose water, 3 drops Angostura bitters & mint leaf","MUDDLE cucumber in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['3 slice', 'Cucumber (fresh)'], ['8 fresh', 'Mint leaves'], ['1 pinch', 'Salt'], ['6 cl', 'Gin'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Grapefruit sugar syrup (2:1)']]","[['3 slice', 'cucumber'], ['8 fresh', 'mint leaves'], ['1 pinch', 'salt'], ['6 cl', 'gin'], ['2.25 cl', 'lime juice'], ['1.5 cl', 'grapefruit sugar syrup']]"
Trotting Fox,Old-fashioned glass,Orange twist,Stir all ingredients over ice pour into an old-fashioned glass with one big piece of ice!,"[['2.25 cl', 'Aperol Aperitivo'], ['2.25 cl', 'Amaro Nonino'], ['2 dash', ""Peychaud's Aromatic Bitters""], ['1.5 cl', ""'Simple' sugar syrup (1 sugar to 1 water)""], ['6.25 cl', 'Evan Williams Bottled-In-Bond (White Label) Kentucky Sraight Bourbon Whiskey']]","[['2.25 cl', 'aperol'], ['2.25 cl', 'amaro nonino'], ['2 dash', ""peychaud's aromatic bitters""], ['1.5 cl', 'sugar syrup'], ['6.25 cl', 'bourbon whiskey']]"
Blair's Americano,Collins glass,Orange slice,POUR all ingredients into glass and then fill with ice. Stir.,"[['4.5 cl', 'Italian red bitter liqueur'], ['7.5 cl', 'Soda (club soda) water'], ['4.5 cl', 'Cocchi Americano Bianco']]","[['4.5 cl', 'italian red bitter liqueur'], ['7.5 cl', 'soda water'], ['4.5 cl', 'cocchi americano bianco']]"
Peter's Corpse Reviver No.2 (Savoy Recipe),Coupe glass,Lemon zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.25 cl', 'Gin'], ['2.25 cl', 'Triple sec liqueur (40%)'], ['2.25 cl', 'Lillet Blanc (or other aromatized wine)'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['1⁄8 spoon', 'La Fée Parisienne absinthe'], ['1⁄2 spoon', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['2.25 cl', 'gin'], ['2.25 cl', 'triple sec'], ['2.25 cl', 'lillet blanc'], ['2.25 cl', 'lemon juice'], ['1⁄8 spoon', 'absinthe'], ['1⁄2 spoon', 'sugar syrup']]"
The Refined,Martini glass,lemon twist,shake over ice and strain,"[['1.5 cl', 'Triple sec liqueur (40%)'], ['6 cl', 'Gin'], ['1.5 cl', 'Elderflower liqueur']]","[['1.5 cl', 'triple sec'], ['6 cl', 'gin'], ['1.5 cl', 'elderflower liqueur']]"
Bourbon Elderflower,Old-fashioned glass,Lemon zest,"Add ingredients in an ice-filled cocktail shaker and shake to combine.
Pour cocktail into a low ball glass filled with ice. Garnish with lemon peel, if desired.","[['6 cl', 'Bourbon whiskey'], ['1.5 cl', 'St-Germain elderflower liqueur'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]","[['6 cl', 'bourbon whiskey'], ['1.5 cl', 'st-germain elderflower liqueur'], ['2.25 cl', 'lemon juice'], ['2.25 cl', 'sugar syrup']]"
Velvet Touch (Wine Mag spec),Coupe glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['0.75 cl', 'Harveys Pedro Ximenez V.O.R.S. Sherry'], ['2.25 cl', 'Amaro Nonino Quintessentia']]","[['6 cl', 'rye whiskey'], ['0.75 cl', 'harveys pedro ximenez v.o.r.s. sherry'], ['2.25 cl', 'amaro nonino quintessentia']]"
Big Bad Lebowski,Rocks glass,"Drizzle a little coffee syrup on top of the froth, extra points if you can do a Jackie Treehorn sketch.","Shake with plenty of ice and pour into any glass available in the back of the limo sent to pick you up.

If no limo available, fuckin-A, man. Go bowling.","[['1.5 cl', 'Coffee syrup'], ['1.5 cl', 'Grand Marnier liqueur'], ['3 cl', 'Rye whiskey (80 proof) 40-45% alc./vol.'], ['3 cl', 'Milk (whole milk/full 3-4% fat)']]","[['1.5 cl', 'coffee syrup'], ['1.5 cl', 'grand marnier'], ['3 cl', 'rye whiskey'], ['3 cl', 'milk']]"
Kaitlyn's Grapefruit Julep,Collins glass,Mint sprig,"STIR honey with gin in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and strain into glass filled with crushed ice.","[['1 spoon', 'Honey'], ['4 fresh', 'Mint leaves'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2.25 cl', 'Grapefruit juice (pink)'], ['1.5 cl', 'Grenadine/pomegranate syrup (2:1)'], ['6 cl', 'Edinburgh Gin']]","[['1 spoon', 'honey'], ['4 fresh', 'mint leaves'], ['1.5 cl', 'lime juice'], ['2.25 cl', 'grapefruit juice'], ['1.5 cl', 'grenadine/pomegranate syrup'], ['6 cl', 'gin']]"
Guava Lime Rum Cooler,Collins glass,Lime wedge,Slice lime into thin segments and place in cocktail shaker. Muddle with one tablespoon sugar. Add rum and guava juice to shaker with ice. Shake well to dissolve sugar; strain into Collins glass with ice. Garnish with lime wedge.,"[['4.5 cl', 'White (charcoal-filtered) 1-3 year old light rum'], ['1⁄2 fresh', 'Lime (fresh)'], ['2 spoon', 'White caster sugar'], ['12 cl', 'Guava juice']]","[['4.5 cl', 'white rum'], ['1⁄2 fresh', 'lime'], ['2 spoon', 'white sugar'], ['12 cl', 'guava juice']]"
Carsten's Picotin,Coupe glass,Luxardo Maraschino cherry & fresh Dill,SHAKE all ingredients with ice and fine strain into a chilled glass.,"[['2.25 cl', 'Gentian liqueur (e.g. Suze, Salers etc)'], ['2.25 cl', 'Akvavit / Aquavit'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Americano Bianco'], ['1 cl', 'Maraschino liqueur']]","[['2.25 cl', 'gentian liqueur'], ['2.25 cl', 'aquavit'], ['2 cl', 'lemon juice'], ['1.5 cl', 'americano bianco'], ['1 cl', 'maraschino liqueur']]"
